Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,692,7,400,57.80346820809249,41.714285714285715,0.5173695770122616,48
SyntheticPersonaChat,759,6,406,53.49143610013175,58.833333333333336,0.5043393143225882,48
MSC,1245,9,670,53.81526104417671,63.888888888888886,0.4664310223758386,48
PEC,20479,134,7762,37.90224132037697,94.90298507462687,0.49722093070054585,48
FoCus,813,8,372,45.75645756457565,55.125,0.4090095703771089,48
MPChat,2597,29,1193,45.93762033115133,48.41379310344828,0.35126832580197453,48
PER-CHAT,15536,53,10008,64.41812564366633,104.30188679245283,0.5355849354454586,48
