Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,981,11,782,79.71457696228337,18.09090909090909,0.28806907,16
SyntheticPersonaChat,1045,8,805,77.03349282296651,30.0,0.21936963,16
MSC,1898,11,1549,81.61222339304531,31.727272727272727,0.2881068,16
PEC,33064,4,26399,79.84212436486814,1666.25,-0.08235312,16
FoCus,1270,8,920,72.44094488188976,43.75,0.23490076,16
MPChat,4177,2,2602,62.293512090016755,787.5,-0.00092747464,16
PER-CHAT,26941,28,23575,87.50603169889759,120.21428571428571,0.28058234,16
