Dataset,Total_Statements,Number_of_Clusters,Noise_Points,Noise_Percentage,Avg_Cluster_Size,Silhouette_Score,Vector_Dimension
PersonaChat,786,8,573,72.90076335877863,26.625,0.13330236,48
SyntheticPersonaChat,864,9,634,73.37962962962963,25.555555555555557,0.14302485,48
MSC,1455,9,1194,82.06185567010309,29.0,0.13994847,48
PEC,24320,2,20596,84.6875,1862.0,0.03958079,48
FoCus,950,6,762,80.21052631578948,31.333333333333332,0.16551705,48
MPChat,3015,9,2584,85.70480928689884,47.888888888888886,0.12904644,48
PER-CHAT,19148,15,16704,87.236264884061,162.93333333333334,0.22350405,48
